"Link","Dam Name","Other Dam Name","NIDID","Inspection Date","Owner Type","Owner Name","NID Height (Ft.)","NID Storage","Primary Purpose","All Purposes","Dam Type","River","City","Distance","County","State","Congressional District","Congressional Rep.","Permitting Authority","Inspection Authority","Enforcement Authority","Eap Last Rev Date","Lat","Lon"
"","JOHN A. W. PEARCE LAKE DAM","FERC P-2801","MA00275","12/05/2012","State","DCR - DEPT. OF CONSERVATION & RECREATION","11","75","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","TRIBUTARY OF SAUGUS RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.038433","42.493026"
"","HARDWICK POND DAM","FERC P-2801","MA00080","04/24/2008","Private","UD - DONALD R. & BLANCHE I. CARLSON","7.5","321","Recreation","Recreation","-","MUDDY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.24235","42.30382"
"","UNQUOMONK UPPER RESERVOIR DAM","FERC P-2801","MA00081","03/19/2009","Local Government","TOWN OF WILLIAMSBURG, WATER DEPARTMENT","27","30.1","Other","Other","Earth","NONE (FOREST WATERSHED)","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.7411","42.374936"
"","LOWER MILLPOND DAM","FERC P-2801","MA00243","04/03/2012","Private","UNKNOWN","11","70","Recreation","Recreation","-","MILL RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.93619236","42.72103509"
"","LOWE POND OUTLET DAM","FERC P-2801","MA00160","01/28/2010","Private","ROBERT MOREHOUSE","10","150","Recreation","Recreation","Earth","PYE BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.98110035","42.6742272"
"","STEVENS PAPER CO. UPPER DAM","FERC P-2801","MA00075","07/28/2009","Private","GLEN MILL CONDIMINIUM ASSOCIATION","26","80","Recreation","Recreation","-","LITTLE RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.78567338","42.11983041"
"","STOCKBRIDGE BOWL DAM","-","MA00022","06/22/2013","Local Government","TOWN OF STOCKBRIDGE, BOARD OF SELECTMEN","19","11000","Recreation","Recreation","Earth","HOUSATONIC RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","04/10/2009","-73.32926792","42.32031978"
"","SALISBURY POND DAM","FERC P-2801","MA00124","04/12/2012","Local Government","CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS","14.5","42.8","Other","Other","-","INDIAN LAKE DISCHARGE","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.80239","42.27672"
"","WHITE POND DAM","FERC P-2801","MA00214","08/25/2009","Private","WHITE POND ASSOCIATION","14","904","Recreation","Recreation","Earth","ELLENWOOD BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.26350463","42.55078348"
"","SINGLETARY POND DAM","FERC P-2801","MA00144","06/13/2011","Local Government","TOWN OF MILLBURY, BOARD OF SELECTMEN","17","3200","Recreation","Recreation","Earth","SINGLETARY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","07/01/2012","-71.78125943","42.1698121"
"","MARBLE POND DAM","-","MA00008","11/13/2009","Private","MARBLE TRUST","10","70.4","Recreation","Recreation","-","SOUTH BRANCH OF SOUHEGAN RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.87854025","42.67413855"
"","SILVER LAKE DAM","FERC P-2801","MA00066","11/18/2011","Private","SILVER LAKE CORPORATION","14.5","110","Recreation","Recreation","Earth","TRIBUTARY OF THREE MILE BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.633493","42.066759"
"","FARNHAM RESERVOIR DAM","FERC P-2801","MA00314","10/08/2015","Local Government","CITY OF PITTSFIELD, OFFICE OF THE MAYOR","105","1900","Water Supply","Water Supply","Concrete","MILLS BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","05/20/2014","-73.20491902","42.39149217"
"","TOWNSEND HARBOR DAM","FERC P-2801","MA00138","09/30/2011","Private","HOLLINGSWORTH & VOSE COMPANY","11","273","Recreation","Water Supply, Recreation","-","SQUANNACOOK RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.67265","42.65254"
"","COLUMBIA MILL DAM","FERC P-2801","MA00260","09/22/2011","Private","LENOX DEVELOPMENT, LLC","25","100","Water Supply","Water Supply","-","HOUSATONIC RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.24749729","42.31758293"
"","WEST POND OUTLET DAM","FERC P-2801","MA00186","06/19/2012","Private","UD - GERARD O. ADAIR, SR.","13","50","Recreation","Recreation","-","UNNAMED STREAM TO ATLANTIC OCEAN","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","04/03/2089","-70.70849","42.57906"
"","JENKINS POND DAM","FERC P-2801","MA00327","09/28/2011","Private","ADVANCED POLLUTION CONTROL CORPORATION","12.5","174","Recreation","Recreation","Gravity","TOWN RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.98209316","42.00244817"
"","ATWATER POND DAM","FERC P-2801","MA00301","-","Private","LOUIS AND JUDI FRIEDMAN","12","132","Recreation","Recreation","-","N. BR. OF SILVER BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.15134119","42.10870174"
"","CAMP WOODCREST DAM","FERC P-2801","MA00302","08/17/2009","Private","DOMINIC KONSTAM","18","140","Recreation","Recreation","Earth","TRIBUTARY OF CLAM RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.09358","42.08003"
"","CENTRAL STREET DAM","FERC P-2801","MA00340","11/12/2014","Private","SAXONVILLE REALTY TRUST","24","840","Water Supply","Water Supply","-","SUDBURY RIVER","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","01/15/2013","-71.40154757","42.32491606"
"","UPPER HIGHLAND LAKE DAM","FERC P-2801","MA00058","05/12/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","23.5","750","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","WEST BRANCH MILL RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","06/01/2013","-72.79809761","42.45735638"
"","WHITE LILY POND DAM","FERC P-2801","MA00285","-","Private","WHITE LILY POND ASSOCIATION, INC.","11","340","Recreation","Recreation","-","TRIBUTARY OF FALL RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.03943378","42.22187167"
"","U.S.M.C. POND UPPER DAM","FERC P-2801","MA00183","10/16/2012","Private","NEW HORIZONS BEVERLY, INC.","17","60","Water Supply","Water Supply","Earth","BASS RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.888902","42.560421"
"","LAKE ELLIS DAM","-","MA00005","07/26/2013","Local Government","TOWN OF ATHOL, BOARD OF SELECTMEN","13.2","1115","Recreation","Recreation","Earth","MILL BROOK RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.20668564","42.58185331"
"","SPRING POND DAM","FERC P-2801","MA00193","05/23/2014","Local Government","CITY OF PEABODY, DEPARTMENT OF PUBLIC WORKS","15","1130","Water Supply","Water Supply","Earth","TAPLEY BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","01/10/2014","-70.9463117","42.50120437"
"","STREETER POND DAM","FERC P-2801","MA00678","03/12/1973","Private","DAVID & JEAN PARENT","12","110","Water Supply","Water Supply","-","TRIBUTARY OF ASNEBUMSKIT BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.90921662","42.33828804"
"","BOULDER HILL POND DAM","FERC P-2801","MA00727","11/18/2011","Private","BOULDER HILL DEVELOPMENT LLC","15.5","40","Recreation","Recreation","Concrete","UNNAMED TRIBUTARY OF SCANTIC RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.364812","42.048089"
"","CONGAMOND LAKES \\ SOUTH DIKE","FERC P-2801","MA00565","-","Local Government","TOWN OF SOUTHWICK, DEPARTMENT OF PUBLIC WORKS","12","5200","-","-","-","TRIBUTARY OF PALMER BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","N","N","N","-","-72.77159845","42.005297"
"","WHITEHALL RESERVOIR DAM","FERC P-2801","MA00445","06/17/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","8","3145","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","WHITEHALL BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.565533","42.235764"
"","KITTREDGE DAM","FERC P-2801","MA00951","07/07/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","27","460","Flood Control","Flood Control, Recreation, Fish and Wildlife Pond","Earth","CONFLUENCE OF 2 TRIBUTARIES OF FIVE MILE RIVER","EAST BROOKFIELD","-","WORCESTER","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.03748202","42.27977269"
"","CHERRY VALLEY DAM","FERC P-2801","MA00548","10/17/2013","Local Government","CITY OF SPRINGFIELD, WATER AND SEWER COMMISSION","40","8300","Water Supply","Water Supply","Earth","BROAD BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","10/01/2015","-72.41495648","42.2063618"
"","HARTLEY SAW MILL POND DAM","FERC P-2801","MA00384","12/01/2006","Private","HARTLEY SAW MILL PRESERVATION PROJECT, INC.","12","550","Irrigation","Irrigation","-","UNNAMED TRIBUTARY TO MATTAPOISETT RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.86829","41.743406"
"","NEW POND DAM","FERC P-2801","MA00779","12/16/2011","Local Government","TOWN OF EASTON, BOARD OF SELECTMEN","11.3","343","Recreation","Recreation","-","POQUANTICUT BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.13713925","42.02428233"
"","CRESTICON UPPER","ATHOL MANUFACTURING DAM","MA00932","07/16/2015","Private","L.P. ATHOL CORPORATION","12","420","Hydroelectric","Hydroelectric","-","MILLERS RIVER","ATHOL","0","WORCESTER","MA","MA02","James P. McGovern (D)","N","N","N","12/18/2009","-72.2192","42.5961"
"","LOCUST POND DAM","FERC P-2801","MA00831","09/28/2015","Private","BEVERLY COLLINS & JANET HICKS","14","135","Recreation","Recreation","Gravity","UNNAMED STREAM ENTIRELY IN TYNGSBORO","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.43518944","42.69055298"
"","ACCORD POND DAM","FERC P-2801","MA00430","06/03/2014","Private","AQUARION WATER COMPANY OF MASSACHUSETTS INC.","10","985","Water Supply","Water Supply","Earth","ACCORD BROOK","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.8893828","42.17422633"
"","CARTER POND DAM","FERC P-2801","MA00653","07/28/2012","Private","CARTER POND COMPANY","10","150","Recreation","Recreation","Earth","SILVER BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.181803","42.438508"
"","DOANE POND DAM","FERC P-2801","MA00948","10/17/2011","Local Government","TOWN OF BROOKFIELD","23.4","380","Water Supply","Water Supply","Earth","HORSE BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.07162737","42.28499289"
"","FOUNDRY POND DAM","FERC P-2801","MA00394","-","Private","CREDIT RECOVERY SERVICES","25","90","Other","Other","Earth","SMELT BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.7099","41.98587"
"","WETMORE POND DAM","FERC P-2801","MA00658","-","Private","ELAINE BOSLER","17","100","Other","Other","Earth","NORCROSS HILL BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.10871","42.60766"
"","WHITNEY POND DAM","FERC P-2801","MA00633","11/18/2014","Local Government","TOWN OF WINCHENDON, DEPARTMENT OF PUBLIC WORKS","26.5","2100","Recreation","Recreation","Earth","MILLERS RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","09/23/2013","-72.04262721","42.68288913"
"","RESERVOIR #5 DAM","FERC P-2801","MA00888","10/20/2009","Private","WHITINSVILLE WATER COMPANY","31.27","765","Water Supply","Water Supply","-","COOK ALLEN BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.73019986","42.11130204"
"","FLIS POND DAM","FERC P-2801","MA00636","-","Private","-","33.5","33.5","-","-","-","TRIBUTARY OF BEAMAN BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","N","N","N","-","-72.053229","42.627441"
"","SUGDEN RESERVOIR DAM","FERC P-2801","MA00698","05/30/2013","Local Government","TOWN OF SPENCER, BOARD OF SELECTMEN","34","1420","Recreation","Recreation","Earth","SHAW BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","03/31/2014","-71.97249123","42.27282999"
"","SILVER LAKE DAM","FERC P-2801","MA00432","08/29/2013","Local Government","CITY OF BROCKTON, OFFICE OF THE MAYOR","8","16558","Water Supply","Water Supply","-","JONES RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.78823494","42.01305218"
"","DWIGHT","-","MA00721","05/21/2014","Private","EP ENERGY MASSACHUSETTS, LLC","24","200","Hydroelectric","Hydroelectric, Recreation","-","CHICOPEE RIVER","CHICOPEE","1","HAMPDEN","MA","MA01","Richard E. Neal (D)","N","N","N","12/19/2014","-72.6007","42.1497"
"","RICHARD CLAPP DAM","FERC P-2801","MA01741","12/19/2014","Private","JOANNE MCGOWAN","11","26","Recreation","Recreation","Earth","POND BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.52494558","42.544792"
"","ARDEN MILL DAM","FERC P-2801","MA01239","09/23/2004","Private","ARDEN MILLS, LLC","20","62","Other","Other","-","NORTH NASHUA RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.78252713","42.57016228"
"","DELANEY COMPLEX E BOLTON DAM","FERC P-2801","MA01191","06/06/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","12","3860","Flood Control","Flood Control, Recreation, Fish and Wildlife Pond","-","TR-ELIZABETH BROOK","MAYNARD","-","MIDDLESEX","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.555","42.44667"
"","SHEPARD POND DAM","FERC P-2801","MA01162","02/28/2011","Local Government","TOWN OF CANTON, BOARD OF SELECTMEN","22","65","Recreation","Recreation","Earth","MASSAPOAG BROOK","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","06/24/2014","-71.14967826","42.14483571"
"","KENDALL RESERVOIR LOWER BASIN DAM","FERC P-2801","MA02328","11/14/2006","Local Government","CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS","8","2431","Water Supply","Water Supply","Earth","MANMADE CHANNEL TO HOLDEN #7","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.883127","42.328087"
"","STILLWATER POND DAM","-","MA03054","-","Private","MUSTANG PARTNERS LLC","12","66","-","-","-","FALL BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-70.963154","41.772864"
"","MILL RIVER CULVERT AND TIDE GATE","FERC P-2801","MA01095","12/15/2010","Local Government","CITY OF GLOUCESTER, DEPARTMENT OF PUBLIC WORKS","11.5","178","Other","Other","Earth","MILL RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.67717314","42.63273132"
"","PUTMANVILLE RESERVOIR SOUTH DIKE","FERC P-2801","MA02299","08/06/2014","Local Government","SALEM-BEVERLY WATER SUPPLY BOARD","6.5","1800","Water Supply","Water Supply","Earth","TRIBUTARY OF IPSWICH RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","09/01/2012","-70.94097676","42.59502907"
"","AMES POND DIKE A","FERC P-2801","MA01296","05/20/2015","Private","300 AMES POND DRIVE, LLC","11","600","Recreation","Recreation","Earth","MEADOW BROOK","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","07/01/2009","-71.220947","42.635277"
"","LYNDE BROOK RESERVOIR DAM","FERC P-2801","MA00990","09/16/2015","Local Government","CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS","61.3","2880","Water Supply","Water Supply","Earth","LYNDE BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","09/01/2007","-71.87381191","42.25021033"
"","SCHOOLHOUSE POND DAM","FERC P-2801","MA02885","03/20/2012","State","DFG - DEPT. OF FISH AND GAME","7","77","Fish and Wildlife Pond","Fish and Wildlife Pond","-","SINGLETARY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.79048735","42.14216131"
"","WELSH POND DAM","FERC P-2801","MA02891","04/17/2015","State","DFG - DEPT. OF FISH AND GAME","12","72.6","Fish and Wildlife Pond","Fish and Wildlife Pond","-","FISH HATCHERY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.789779","42.150642"
"","BROWN POND DAM","-","MA03053","06/15/2012","Private","UNKNOWN","6.7","21","Recreation","Recreation","Masonry","FALL BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-70.958409","41.774487"
"","STRINGER DAM","FERC P-2801","MA02522","06/06/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","8","2100","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","TRIBUTARY OF QUINSIGAMOND RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.74101456","42.25263311"
"","SAWDY POND DAM","FERC P-2801","MA02491","11/28/2011","Local Government","CITY OF FALL RIVER, DEPT. OF COMMUNITY UTILITIES","11.5","5500","Recreation","Recreation","Earth","TRIBUTARY OF S.WATUPPA POND; STONEY BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-71.13412231","41.62858153"
"","TURNER POND DAM","FERC P-2801","MA01152","09/22/2006","Local Government","CITY OF NEW BEDFORD","12","400","Recreation","Recreation","-","TRIBUTARY OF PASKAMANSET RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.977381","41.67882"
"","FULTON POND DAM","FERC P-2801","MA02433","06/30/2015","Local Government","TOWN OF MANSFIELD, BOARD OF SELECTMEN","8","144","Recreation","Recreation","-","RUMFORD RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","06/01/2013","-71.21987266","42.0249971"
"","FISK BROOK DAM","FERC P-2801","MA02599","06/08/2015","Private","NR - CWMFELIN, LTD.","22","14","Water Supply","Water Supply","Masonry","PECKS BROOK","FRAMINGHAM","-","MIDDLESEX","MA","MA01","Richard E. Neal (D)","Y","Y","Y","07/01/2012","-73.128173","42.617599"
"","BLEACHERY DAM","FERC P-2801","MA01110","08/29/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","11","115","Flood Control","Flood Control","Gravity","CHARLES RIVER","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","-","-71.22297084","42.36908759"
"","DOUGLAS MILL POND DAM","FERC P-2801","MA02760","08/04/2014","Private","HAYWARD LANDING ASSOCIATES LIMITED PARTNERSHIP","17.45","5.4","Recreation","Recreation","Concrete","MUMFORD RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.711012","42.075676"
"","CRANBERRY BOG DAM","FERC P-2801","MA01217","-","Local Government","TOWN OF CARLISLE, BOARD OF SELECTMEN","8","196.3","-","-","-","TOPHET SWAMP-OFFSTREAM","-","0","-","MA","MA03","Niki Tsongas (D)","N","N","N","-","-71.37298747","42.55226141"
"","BALCH POND DAM","FERC P-2801","MA00135","07/12/2012","Local Government","TOWN OF AYER, BOARD OF SELECTMEN","12","60","Flood Control","Flood Control, Recreation, Fire Protection, Stock, Or Small Fish Pond","Earth","N/A","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.5745","42.55417"
"","RUDD POND DAM AND DIKE","FERC P-2801","MA00207","-","Private","TWO-STATE YMCA, INC. DBA BECKET-CHIMNEY CORNERS YMCA","12","600","Recreation","Recreation","-","RUDD POND BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.08273949","42.30017604"
"","BURNETT POND DAM","FERC P-2801","MA00311","11/10/2010","State","DCR - DEPT. OF CONSERVATION & RECREATION","15","130","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","GULF BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.04314228","42.61827752"
"","TUPPERWARE","STONE DIVERSION DAM","MA00096","08/27/2014","Private","BLACKSTONE HYDRO INC.","12","57.5","Hydroelectric","Hydroelectric","-","BLACKSTONE RIVER","NORTH SMITHFIELD","0","PROVIDENCE","MA","MA02","James P. McGovern (D)","N","N","N","01/25/2012","-71.554","42.0153"
"","LAKE WATATIC DAM","-","MA00004","10/07/2009","Local Government","TOWN OF ASHBURNHAM, BOARD OF SELECTMEN","20","1500","Recreation","Recreation","Earth","UNNAMED TRIBUTARY OF MILLERS RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","04/01/2011","-71.93803103","42.68038808"
"","MERINO POND DAM","FERC P-2801","MA00110","04/03/2013","Local Government","TOWN OF DUDLEY, BOARD OF SELECTMEN","19.5","880","Water Supply","Water Supply","-","UNNAMED TRIBUTARY TO FRENCH RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","04/01/2014","-71.89404641","42.04923199"
"","LARNER POND DAM","FERC P-2801","MA00111","04/03/2013","Local Government","TOWN OF DUDLEY, BOARD OF SELECTMEN","20","220","Recreation","Recreation","-","UNNAMED - MERINO BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-71.90395","42.05556"
